case_id,slide_id,embedding_path,embedding_model,file_id
TCGA-D6-6826,TCGA-D6-6826-01Z-00-DX1.9346b65d-ffc0-46ed-b68b-e18b2a43c5ea,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-D6-6826-01Z-00-DX1.9346b65d-ffc0-46ed-b68b-e18b2a43c5ea_uni_embeddings.npy,uni,11541d1e-3fb5-4fe0-9fe5-6ac0093826b8
TCGA-D6-6823,TCGA-D6-6823-01Z-00-DX1.7291f093-209b-4e88-8ceb-842f7c5707c0,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-D6-6823-01Z-00-DX1.7291f093-209b-4e88-8ceb-842f7c5707c0_uni_embeddings.npy,uni,4713b2b5-9a18-4060-a9dd-37094c7f89c1
TCGA-BA-5556,TCGA-BA-5556-01Z-00-DX1.6941a8fa-2f68-41d8-8661-82601570d901,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-5556-01Z-00-DX1.6941a8fa-2f68-41d8-8661-82601570d901_uni_embeddings.npy,uni,9a5ef753-9927-4151-95a4-d3004e64e26a
TCGA-BA-6873,TCGA-BA-6873-01Z-00-DX1.F0A84DE2-7A08-44D5-9FD1-A284F55AA8C1,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-6873-01Z-00-DX1.F0A84DE2-7A08-44D5-9FD1-A284F55AA8C1_uni_embeddings.npy,uni,51078465-0089-4fbc-b82c-0d12129a8d36
TCGA-CN-6022,TCGA-CN-6022-01Z-00-DX1.46951ba2-f656-41b9-95c7-a3026ddbd562,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6022-01Z-00-DX1.46951ba2-f656-41b9-95c7-a3026ddbd562_uni_embeddings.npy,uni,e5a74e54-5eee-4dd3-badc-68a5a0f8216c
TCGA-CN-6012,TCGA-CN-6012-01Z-00-DX1.bd9283bb-47c7-41ab-996a-f3f5070cfc73,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6012-01Z-00-DX1.bd9283bb-47c7-41ab-996a-f3f5070cfc73_uni_embeddings.npy,uni,838c8105-a728-4a48-8296-b8f42c14762c
TCGA-HD-7832,TCGA-HD-7832-01Z-00-DX1.2240D7A6-AF1F-43F9-9748-05498FEECAD5,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-HD-7832-01Z-00-DX1.2240D7A6-AF1F-43F9-9748-05498FEECAD5_uni_embeddings.npy,uni,26170842-5b30-4e25-830d-a1d6e2b44d5c
TCGA-CN-6020,TCGA-CN-6020-01Z-00-DX1.910f4ce3-873f-4712-b896-789d764513a7,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6020-01Z-00-DX1.910f4ce3-873f-4712-b896-789d764513a7_uni_embeddings.npy,uni,210516e1-deb4-41c2-9dfb-221ffa736ea0
TCGA-BB-4224,TCGA-BB-4224-01Z-00-DX1.ebdb44ef-4266-40b7-bc1b-e197c9813868,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BB-4224-01Z-00-DX1.ebdb44ef-4266-40b7-bc1b-e197c9813868_uni_embeddings.npy,uni,b55024f3-629f-4764-a14a-7654f490b8e8
TCGA-CQ-A4C6,TCGA-CQ-A4C6-01Z-00-DX1.98BDE0C7-81D1-410C-A0AD-1CD98F7DFD87,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-A4C6-01Z-00-DX1.98BDE0C7-81D1-410C-A0AD-1CD98F7DFD87_uni_embeddings.npy,uni,43638702-16c1-4f40-9b64-3606d43a8b34
TCGA-BB-4223,TCGA-BB-4223-01Z-00-DX1.8806b83e-910f-4ee8-aa83-f84e3d13155f,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BB-4223-01Z-00-DX1.8806b83e-910f-4ee8-aa83-f84e3d13155f_uni_embeddings.npy,uni,e9399bd6-6ad6-49b1-ad6a-d6bb47eb0bf4
TCGA-CN-4728,TCGA-CN-4728-01Z-00-DX1.69fc04ce-cc6b-4c63-9322-b5ffb0056828,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-4728-01Z-00-DX1.69fc04ce-cc6b-4c63-9322-b5ffb0056828_uni_embeddings.npy,uni,fb426389-063f-4b05-ab07-ee8f188a8129
TCGA-CN-4727,TCGA-CN-4727-01Z-00-DX1.bee9d488-0f05-4579-8c34-aa4197972bb1,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-4727-01Z-00-DX1.bee9d488-0f05-4579-8c34-aa4197972bb1_uni_embeddings.npy,uni,298ed2fe-6c6d-4cf4-aab5-4997860ce8ed
TCGA-CN-6013,TCGA-CN-6013-01Z-00-DX1.a6f4b6de-f4b4-47e7-a2da-259b3e5e147f,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6013-01Z-00-DX1.a6f4b6de-f4b4-47e7-a2da-259b3e5e147f_uni_embeddings.npy,uni,9f205a3d-6997-49a8-9f88-2d4c4ef1fa37
TCGA-CN-5355,TCGA-CN-5355-01Z-00-DX1.8fb23e44-fc59-4191-b825-cc021807a338,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-5355-01Z-00-DX1.8fb23e44-fc59-4191-b825-cc021807a338_uni_embeddings.npy,uni,3372f0c9-215d-433e-95eb-bf2e88808a21
TCGA-D6-6824,TCGA-D6-6824-01Z-00-DX1.d9ac38e6-3ec6-4899-b3ea-d8197ba02055,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-D6-6824-01Z-00-DX1.d9ac38e6-3ec6-4899-b3ea-d8197ba02055_uni_embeddings.npy,uni,f081de60-fbf6-4136-ad1d-c88f773cf7f5
TCGA-IQ-7630,TCGA-IQ-7630-01Z-00-DX1.a0b303aa-5ffa-4d47-9fa4-df225210168e,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-IQ-7630-01Z-00-DX1.a0b303aa-5ffa-4d47-9fa4-df225210168e_uni_embeddings.npy,uni,a9a90f97-05b5-451d-90b9-22adf3799731
TCGA-BA-5153,TCGA-BA-5153-01Z-00-DX1.045011D8-DF25-4B13-BF92-188D5EBE96CF,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-5153-01Z-00-DX1.045011D8-DF25-4B13-BF92-188D5EBE96CF_uni_embeddings.npy,uni,c5665363-2432-4034-8dce-772956e87c0e
TCGA-CN-4736,TCGA-CN-4736-01Z-00-DX1.883fda2c-82bd-46c1-b220-b9961d8700cc,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-4736-01Z-00-DX1.883fda2c-82bd-46c1-b220-b9961d8700cc_uni_embeddings.npy,uni,ed294afc-36aa-4999-b4a1-88c44579c519
TCGA-CN-6010,TCGA-CN-6010-01Z-00-DX1.8a82a2d0-c687-4b75-922f-b5b64b5a99df,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6010-01Z-00-DX1.8a82a2d0-c687-4b75-922f-b5b64b5a99df_uni_embeddings.npy,uni,aefd8fd8-2d4c-455d-b5c0-1c6bac6c0870
TCGA-CX-7082,TCGA-CX-7082-01Z-00-DX1.52E9EB19-A3CE-46AE-BBEB-74D2D110614F,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CX-7082-01Z-00-DX1.52E9EB19-A3CE-46AE-BBEB-74D2D110614F_uni_embeddings.npy,uni,e3eedc41-1ccb-4655-9f64-5fe8e5d073cb
TCGA-CN-6024,TCGA-CN-6024-01Z-00-DX1.c5791a72-1ded-4723-a33a-68da0685c80b,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6024-01Z-00-DX1.c5791a72-1ded-4723-a33a-68da0685c80b_uni_embeddings.npy,uni,15466f3b-90a6-4763-b916-c1118b3e248c
TCGA-BA-5149,TCGA-BA-5149-01Z-00-DX1.ecb9aaa2-68b0-47e2-b96f-8cd78bf0a6fb,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-5149-01Z-00-DX1.ecb9aaa2-68b0-47e2-b96f-8cd78bf0a6fb_uni_embeddings.npy,uni,bec942c3-01ca-492c-9bd9-811807082b96
TCGA-BB-4225,TCGA-BB-4225-01Z-00-DX1.cfce62af-e565-4673-9970-afd08767b062,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BB-4225-01Z-00-DX1.cfce62af-e565-4673-9970-afd08767b062_uni_embeddings.npy,uni,5103e013-9acb-4002-a0cb-8540852a495e
TCGA-H7-A6C4,TCGA-H7-A6C4-01Z-00-DX1.0A41FEF9-3604-4982-BEFB-2438861C62D4,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-H7-A6C4-01Z-00-DX1.0A41FEF9-3604-4982-BEFB-2438861C62D4_uni_embeddings.npy,uni,0701a2f7-d9f3-4e88-a01a-a72a76cc8061
TCGA-CQ-A4CB,TCGA-CQ-A4CB-01Z-00-DX1.5761AA04-B8D3-4DD6-B20E-55F940BC7019,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-A4CB-01Z-00-DX1.5761AA04-B8D3-4DD6-B20E-55F940BC7019_uni_embeddings.npy,uni,fd0629d5-4fe8-4ad3-80c2-b9401947b227
TCGA-CN-4734,TCGA-CN-4734-01Z-00-DX1.9cd35e43-7132-478a-9d08-a88d150b7127,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-4734-01Z-00-DX1.9cd35e43-7132-478a-9d08-a88d150b7127_uni_embeddings.npy,uni,2a8025ff-9955-4afd-94d5-7c79f659eb3a
TCGA-CN-4733,TCGA-CN-4733-01Z-00-DX1.03cccb3f-c551-450f-b00a-f808a237db0b,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-4733-01Z-00-DX1.03cccb3f-c551-450f-b00a-f808a237db0b_uni_embeddings.npy,uni,66a2d1a8-d28e-46d2-bc85-f19fc68dfdaf
TCGA-CN-6997,TCGA-CN-6997-01Z-00-DX1.7c1686d4-7c15-4332-b962-b36b499dee85,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6997-01Z-00-DX1.7c1686d4-7c15-4332-b962-b36b499dee85_uni_embeddings.npy,uni,377a537c-a187-43b9-9e1a-642a48d11883
TCGA-CN-6998,TCGA-CN-6998-01Z-00-DX1.5780b8b9-0a1f-4330-889c-b345b29396b2,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6998-01Z-00-DX1.5780b8b9-0a1f-4330-889c-b345b29396b2_uni_embeddings.npy,uni,a088bb7b-5b92-49d9-a7a2-c37f5cefba5b
TCGA-CQ-A4CG,TCGA-CQ-A4CG-01Z-00-DX1.ACB2AA5E-E936-4224-92DE-7C027253F9E8,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-A4CG-01Z-00-DX1.ACB2AA5E-E936-4224-92DE-7C027253F9E8_uni_embeddings.npy,uni,f8cb3121-d53c-4cf1-a5c0-d31866594b42
TCGA-DQ-7592,TCGA-DQ-7592-01Z-00-DX1.DCB59CBF-0B0F-49E3-8792-BD62472D9506,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-DQ-7592-01Z-00-DX1.DCB59CBF-0B0F-49E3-8792-BD62472D9506_uni_embeddings.npy,uni,774b978a-4bb2-431d-bb21-52d8cbf0061c
TCGA-D6-6827,TCGA-D6-6827-01Z-00-DX1.4606a46b-6b03-4011-b469-7328b3949727,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-D6-6827-01Z-00-DX1.4606a46b-6b03-4011-b469-7328b3949727_uni_embeddings.npy,uni,9e7d018b-7d3f-44ed-b7bf-d31724c8f57a
TCGA-BB-4227,TCGA-BB-4227-01Z-00-DX1.7475866c-90bb-4f62-b44e-adccc731cad8,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BB-4227-01Z-00-DX1.7475866c-90bb-4f62-b44e-adccc731cad8_uni_embeddings.npy,uni,f9d127c3-013e-4fad-a5b0-196fe8e84bb5
TCGA-BA-6868,TCGA-BA-6868-01Z-00-DX1.edbca656-6680-4c99-92ef-d7467f42c780,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-6868-01Z-00-DX1.edbca656-6680-4c99-92ef-d7467f42c780_uni_embeddings.npy,uni,8a7e5552-9152-4e38-a50a-0ab21657ebba
TCGA-CN-6988,TCGA-CN-6988-01Z-00-DX1.1fc4c572-3495-4f5a-9f1a-60c04096d188,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6988-01Z-00-DX1.1fc4c572-3495-4f5a-9f1a-60c04096d188_uni_embeddings.npy,uni,840dc806-0ecb-44c0-88d6-cd81ceafe67d
TCGA-BB-7861,TCGA-BB-7861-01Z-00-DX1.efdd186f-1bbf-4e43-9875-9458cebcd0dd,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BB-7861-01Z-00-DX1.efdd186f-1bbf-4e43-9875-9458cebcd0dd_uni_embeddings.npy,uni,eac6709c-57db-4273-bd56-9517ab2a325b
TCGA-CQ-A4C7,TCGA-CQ-A4C7-01Z-00-DX1.491FFBCB-ABD0-4D58-8CE7-A9E141A46DE5,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-A4C7-01Z-00-DX1.491FFBCB-ABD0-4D58-8CE7-A9E141A46DE5_uni_embeddings.npy,uni,6d75efcb-25bd-4a4d-b1a1-93c4bb57e4f5
TCGA-CN-6996,TCGA-CN-6996-01Z-00-DX1.b3a1162b-9adb-4fb2-b472-5b9781b9364d,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6996-01Z-00-DX1.b3a1162b-9adb-4fb2-b472-5b9781b9364d_uni_embeddings.npy,uni,60490ff3-1c05-4c03-ac67-623d35aeeed9
TCGA-CQ-A4CI,TCGA-CQ-A4CI-01Z-00-DX1.BDA4315B-03B2-455B-8AE6-9925987AC11F,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-A4CI-01Z-00-DX1.BDA4315B-03B2-455B-8AE6-9925987AC11F_uni_embeddings.npy,uni,fd7d9ef2-9e82-4639-ada1-94e7103e7e9c
TCGA-CN-A63U,TCGA-CN-A63U-01Z-00-DX1.90319992-2286-4136-8730-CD905A7F6CD4,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-A63U-01Z-00-DX1.90319992-2286-4136-8730-CD905A7F6CD4_uni_embeddings.npy,uni,0c22fc48-efd4-4635-8ef9-639dc997f59c
TCGA-CN-5356,TCGA-CN-5356-01Z-00-DX1.53360c41-d0d2-465e-8b53-ccd1a2ce248f,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-5356-01Z-00-DX1.53360c41-d0d2-465e-8b53-ccd1a2ce248f_uni_embeddings.npy,uni,2e1538cf-a872-407a-a6e2-838b00fa9213
TCGA-CN-A63T,TCGA-CN-A63T-01Z-00-DX1.6AF3A8E6-373B-4D7C-AEDC-CFFC3D6E0FE8,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-A63T-01Z-00-DX1.6AF3A8E6-373B-4D7C-AEDC-CFFC3D6E0FE8_uni_embeddings.npy,uni,9ecf6f4d-098b-4153-8f3b-7c16ed007428
TCGA-BA-5557,TCGA-BA-5557-01Z-00-DX1.40be784e-d030-414f-aecf-620c0f8d9be3,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-5557-01Z-00-DX1.40be784e-d030-414f-aecf-620c0f8d9be3_uni_embeddings.npy,uni,09c95484-594c-4c8b-890e-ce9952286f5b
TCGA-CQ-7063,TCGA-CQ-7063-01Z-00-DX1.B89476CA-426F-4196-9693-64C27A00CB4E,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-7063-01Z-00-DX1.B89476CA-426F-4196-9693-64C27A00CB4E_uni_embeddings.npy,uni,b65f7ac1-b067-4767-8906-bbdd4715b3ca
TCGA-CN-6992,TCGA-CN-6992-01Z-00-DX1.75827758-ac91-4532-8271-8b1a3d42843b,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6992-01Z-00-DX1.75827758-ac91-4532-8271-8b1a3d42843b_uni_embeddings.npy,uni,9454f35c-785d-4ffb-9c00-efaf2365f32d
TCGA-BA-4076,TCGA-BA-4076-01Z-00-DX1.F8281BFD-6267-4DF0-BF8D-8F2C5A592A82,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-BA-4076-01Z-00-DX1.F8281BFD-6267-4DF0-BF8D-8F2C5A592A82_uni_embeddings.npy,uni,77fd34a1-21ce-4a95-a76d-710ed9e4165e
TCGA-DQ-7591,TCGA-DQ-7591-01Z-00-DX1.8304B939-542C-4D30-8C77-F705DE1311FF,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-DQ-7591-01Z-00-DX1.8304B939-542C-4D30-8C77-F705DE1311FF_uni_embeddings.npy,uni,20b2ce9e-e9a9-4a9d-8457-f5f06de8eeea
TCGA-F7-A50I,TCGA-F7-A50I-01Z-00-DX1.D777F9AF-D8B8-4EFF-9961-C456EBEB967D,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-F7-A50I-01Z-00-DX1.D777F9AF-D8B8-4EFF-9961-C456EBEB967D_uni_embeddings.npy,uni,2c755981-59ab-455e-9876-a0762f22ce91
TCGA-F7-8489,TCGA-F7-8489-01Z-00-DX1.07122ea3-3f1a-49f8-bfb2-be532a56ae26,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-F7-8489-01Z-00-DX1.07122ea3-3f1a-49f8-bfb2-be532a56ae26_uni_embeddings.npy,uni,0761bbec-8eb7-4d5a-8e11-f04feb78ac20
TCGA-CQ-A4CD,TCGA-CQ-A4CD-01Z-00-DX1.09FED532-92E5-442E-8DFE-615E6400A92A,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-A4CD-01Z-00-DX1.09FED532-92E5-442E-8DFE-615E6400A92A_uni_embeddings.npy,uni,ddc63708-97c7-4da3-95c5-25a8ac4299f6
TCGA-CQ-7071,TCGA-CQ-7071-01Z-00-DX1.AEFEDFCA-0D2F-42AE-8D3F-8D9DD42F5E2D,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CQ-7071-01Z-00-DX1.AEFEDFCA-0D2F-42AE-8D3F-8D9DD42F5E2D_uni_embeddings.npy,uni,2cf2dcfa-339f-44fa-9ae4-c872b54ce821
TCGA-CN-6019,TCGA-CN-6019-01Z-00-DX1.0a01c44a-b7f4-427e-9854-fe2f0db631ab,/home/kkkim/project/BioProject02/experiments/crosscancer/HEADNECK_HNSC/full/embeddings/TCGA-CN-6019-01Z-00-DX1.0a01c44a-b7f4-427e-9854-fe2f0db631ab_uni_embeddings.npy,uni,9ef0e8b2-7a4a-4af9-87d2-0115a2cfab2d
